id,danceName,artist,danceType,aliases_pipe,styleTags_pipe,sceneTags_pipe,outfitKeywords_pipe,avoidKeywords_pipe,stageOutfitProfiles,stageOutfitSummary,reviewNotes
girls-generation-oh,Oh!,Girls' Generation,K-pop,Oh!|oh!|Girls' Generation Oh!|Oh! Girls' Generation,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-run-devil-run,Run Devil Run,Girls' Generation,K-pop,Run Devil Run|run devil run|Girls' Generation Run Devil Run|Run Devil Run Girls' Generation|rundevilrun,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-hoot,Hoot,Girls' Generation,K-pop,Hoot|hoot|Girls' Generation Hoot|Hoot Girls' Generation,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-the-boys,The Boys,Girls' Generation,K-pop,The Boys|the boys|Girls' Generation The Boys|The Boys Girls' Generation|theboys,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-mr-taxi,Mr. Taxi,Girls' Generation,K-pop,Mr. Taxi|mr. taxi|Girls' Generation Mr. Taxi|Mr. Taxi Girls' Generation|mr.taxi,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-paparazzi,Paparazzi,Girls' Generation,K-pop,Paparazzi|paparazzi|Girls' Generation Paparazzi|Paparazzi Girls' Generation,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-flower-power,Flower Power,Girls' Generation,K-pop,Flower Power|flower power|Girls' Generation Flower Power|Flower Power Girls' Generation|flowerpower,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-i-got-a-boy,I Got a Boy,Girls' Generation,K-pop,I Got a Boy|i got a boy|Girls' Generation I Got a Boy|I Got a Boy Girls' Generation|igotaboy,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-dancing-queen,Dancing Queen,Girls' Generation,K-pop,Dancing Queen|dancing queen|Girls' Generation Dancing Queen|Dancing Queen Girls' Generation|dancingqueen,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-galaxy-supernova,Galaxy Supernova,Girls' Generation,K-pop,Galaxy Supernova|galaxy supernova|Girls' Generation Galaxy Supernova|Galaxy Supernova Girls' Generation|galaxysupernova,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-love-and-girls,Love & Girls,Girls' Generation,K-pop,Love & Girls|love & girls|Girls' Generation Love & Girls|Love & Girls Girls' Generation|love&girls,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-mr-mr,Mr.Mr.,Girls' Generation,K-pop,Mr.Mr.|mr.mr.|Girls' Generation Mr.Mr.|Mr.Mr. Girls' Generation,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-catch-me-if-you-can,Catch Me If You Can,Girls' Generation,K-pop,Catch Me If You Can|catch me if you can|Girls' Generation Catch Me If You Can|Catch Me If You Can Girls' Generation|catchmeifyoucan,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-party,Party,Girls' Generation,K-pop,Party|party|Girls' Generation Party|Party Girls' Generation,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-lion-heart,Lion Heart,Girls' Generation,K-pop,Lion Heart|lion heart|Girls' Generation Lion Heart|Lion Heart Girls' Generation|lionheart,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-you-think,You Think,Girls' Generation,K-pop,You Think|you think|Girls' Generation You Think|You Think Girls' Generation|youthink,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-all-night,All Night,Girls' Generation,K-pop,All Night|all night|Girls' Generation All Night|All Night Girls' Generation|allnight,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-holiday,Holiday,Girls' Generation,K-pop,Holiday|holiday|Girls' Generation Holiday|Holiday Girls' Generation,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-forever-1,Forever 1,Girls' Generation,K-pop,Forever 1|forever 1|Girls' Generation Forever 1|Forever 1 Girls' Generation|forever1,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-villain,Villain,Girls' Generation,K-pop,Villain|villain|Girls' Generation Villain|Villain Girls' Generation,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-lucky-like-that,Lucky Like That,Girls' Generation,K-pop,Lucky Like That|lucky like that|Girls' Generation Lucky Like That|Lucky Like That Girls' Generation|luckylikethat,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-seventeen,Seventeen,Girls' Generation,K-pop,Seventeen|seventeen|Girls' Generation Seventeen|Seventeen Girls' Generation,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-closer,Closer,Girls' Generation,K-pop,Closer|closer|Girls' Generation Closer|Closer Girls' Generation,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-mood-lamp,Mood Lamp,Girls' Generation,K-pop,Mood Lamp|mood lamp|Girls' Generation Mood Lamp|Mood Lamp Girls' Generation|moodlamp,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-summer-night,Summer Night,Girls' Generation,K-pop,Summer Night|summer night|Girls' Generation Summer Night|Summer Night Girls' Generation|summernight,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-complete,Complete,Girls' Generation,K-pop,Complete|complete|Girls' Generation Complete|Complete Girls' Generation,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-way-to-go,Way To Go,Girls' Generation,K-pop,Way To Go|way to go|Girls' Generation Way To Go|Way To Go Girls' Generation|waytogo,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-etude,Etude,Girls' Generation,K-pop,Etude|etude|Girls' Generation Etude|Etude Girls' Generation,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-tell-me-your-wish,Tell Me Your Wish,Girls' Generation,K-pop,Tell Me Your Wish|tell me your wish|Girls' Generation Tell Me Your Wish|Tell Me Your Wish Girls' Generation|tellmeyourwish,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-trick,Trick,Girls' Generation,K-pop,Trick|trick|Girls' Generation Trick|Trick Girls' Generation,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-oscar,Oscar,Girls' Generation,K-pop,Oscar|oscar|Girls' Generation Oscar|Oscar Girls' Generation,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-top-secret,Top Secret,Girls' Generation,K-pop,Top Secret|top secret|Girls' Generation Top Secret|Top Secret Girls' Generation|topsecret,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-telepathy,Telepathy,Girls' Generation,K-pop,Telepathy|telepathy|Girls' Generation Telepathy|Telepathy Girls' Generation,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-say-yes,Say Yes,Girls' Generation,K-pop,Say Yes|say yes|Girls' Generation Say Yes|Say Yes Girls' Generation|sayyes,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-vitamin,Vitamin,Girls' Generation,K-pop,Vitamin|vitamin|Girls' Generation Vitamin|Vitamin Girls' Generation,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-check,Check,Girls' Generation,K-pop,Check|check|Girls' Generation Check|Check Girls' Generation,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-bump-it,Bump It,Girls' Generation,K-pop,Bump It|bump it|Girls' Generation Bump It|Bump It Girls' Generation|bumpit,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-one-last-time,One Last Time,Girls' Generation,K-pop,One Last Time|one last time|Girls' Generation One Last Time|One Last Time Girls' Generation|onelasttime,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-sweet-talk,Sweet Talk,Girls' Generation,K-pop,Sweet Talk|sweet talk|Girls' Generation Sweet Talk|Sweet Talk Girls' Generation|sweettalk,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-love-is-bitter,Love Is Bitter,Girls' Generation,K-pop,Love Is Bitter|love is bitter|Girls' Generation Love Is Bitter|Love Is Bitter Girls' Generation|loveisbitter,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-fan,Fan,Girls' Generation,K-pop,Fan|fan|Girls' Generation Fan|Fan Girls' Generation,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-tts-twinkle,Twinkle,Girls' Generation-TTS,K-pop,Twinkle|twinkle|Girls' Generation-TTS Twinkle|Twinkle Girls' Generation-TTS,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-tts-baby-steps,Baby Steps,Girls' Generation-TTS,K-pop,Baby Steps|baby steps|Girls' Generation-TTS Baby Steps|Baby Steps Girls' Generation-TTS|babysteps,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-tts-omg,OMG,Girls' Generation-TTS,K-pop,OMG|omg|Girls' Generation-TTS OMG|OMG Girls' Generation-TTS,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-tts-library,Library,Girls' Generation-TTS,K-pop,Library|library|Girls' Generation-TTS Library|Library Girls' Generation-TTS,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-tts-goodbye-hello,"Goodbye, Hello",Girls' Generation-TTS,K-pop,"Goodbye, Hello|goodbye, hello|Girls' Generation-TTS Goodbye, Hello|Goodbye, Hello Girls' Generation-TTS|goodbye,hello",甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-tts-love-sick,Love Sick,Girls' Generation-TTS,K-pop,Love Sick|love sick|Girls' Generation-TTS Love Sick|Love Sick Girls' Generation-TTS|lovesick,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-tts-checkmate,Checkmate,Girls' Generation-TTS,K-pop,Checkmate|checkmate|Girls' Generation-TTS Checkmate|Checkmate Girls' Generation-TTS,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-tts-holler,Holler,Girls' Generation-TTS,K-pop,Holler|holler|Girls' Generation-TTS Holler|Holler Girls' Generation-TTS,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-tts-adrenaline,Adrenaline,Girls' Generation-TTS,K-pop,Adrenaline|adrenaline|Girls' Generation-TTS Adrenaline|Adrenaline Girls' Generation-TTS,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-tts-whisper,Whisper,Girls' Generation-TTS,K-pop,Whisper|whisper|Girls' Generation-TTS Whisper|Whisper Girls' Generation-TTS,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-tts-only-u,Only U,Girls' Generation-TTS,K-pop,Only U|only u|Girls' Generation-TTS Only U|Only U Girls' Generation-TTS|onlyu,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-tts-stay,Stay,Girls' Generation-TTS,K-pop,Stay|stay|Girls' Generation-TTS Stay|Stay Girls' Generation-TTS,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-tts-merry-christmas,Merry Christmas,Girls' Generation-TTS,K-pop,Merry Christmas|merry christmas|Girls' Generation-TTS Merry Christmas|Merry Christmas Girls' Generation-TTS|merrychristmas,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-tts-dear-santa,Dear Santa,Girls' Generation-TTS,K-pop,Dear Santa|dear santa|Girls' Generation-TTS Dear Santa|Dear Santa Girls' Generation-TTS|dearsanta,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-tts-i-like-the-way,I Like the Way,Girls' Generation-TTS,K-pop,I Like the Way|i like the way|Girls' Generation-TTS I Like the Way|I Like the Way Girls' Generation-TTS|iliketheway,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-oh-gg-lil-touch,Lil' Touch,Girls' Generation-Oh!GG,K-pop,Lil' Touch|lil' touch|Girls' Generation-Oh!GG Lil' Touch|Lil' Touch Girls' Generation-Oh!GG|lil'touch,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
girls-generation-oh-gg-fermata,Fermata,Girls' Generation-Oh!GG,K-pop,Fermata|fermata|Girls' Generation-Oh!GG Fermata|Fermata Girls' Generation-Oh!GG,甜酷|优雅|学院,练舞房|舞台|日常,短裙|针织|衬衫|浅色套装|发箍|玛丽珍,暗黑重金属|过度机能,,清爽女团舞台感，适合短裙或套装、针织/衬衫层次和精致发饰，在甜美与利落之间做平衡。,
nmixx-o-o,O.O,NMIXX,K-pop,O.O|o.o|NMIXX O.O|O.O NMIXX,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
nmixx-tank,Tank,NMIXX,K-pop,Tank|tank|NMIXX Tank|Tank NMIXX,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
nmixx-dice,Dice,NMIXX,K-pop,Dice|dice|NMIXX Dice|Dice NMIXX,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
nmixx-cool-your-rainbow,Cool (Your Rainbow),NMIXX,K-pop,Cool (Your Rainbow)|cool (your rainbow)|NMIXX Cool (Your Rainbow)|Cool (Your Rainbow) NMIXX|cool(yourrainbow),运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
nmixx-love-me-like-this,Love Me Like This,NMIXX,K-pop,Love Me Like This|love me like this|NMIXX Love Me Like This|Love Me Like This NMIXX|lovemelikethis,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
nmixx-young-dumb-stupid,"Young, Dumb, Stupid",NMIXX,K-pop,"Young, Dumb, Stupid|young, dumb, stupid|NMIXX Young, Dumb, Stupid|Young, Dumb, Stupid NMIXX|young,dumb,stupid",运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
nmixx-paxxword,Paxxword,NMIXX,K-pop,Paxxword|paxxword|NMIXX Paxxword|Paxxword NMIXX,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
nmixx-just-did-it,Just Did It,NMIXX,K-pop,Just Did It|just did it|NMIXX Just Did It|Just Did It NMIXX|justdidit,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
nmixx-my-gosh,My Gosh,NMIXX,K-pop,My Gosh|my gosh|NMIXX My Gosh|My Gosh NMIXX|mygosh,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
nmixx-home,Home,NMIXX,K-pop,Home|home|NMIXX Home|Home NMIXX,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
nmixx-roller-coaster,Roller Coaster,NMIXX,K-pop,Roller Coaster|roller coaster|NMIXX Roller Coaster|Roller Coaster NMIXX|rollercoaster,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
nmixx-party-o-clock,Party O'Clock,NMIXX,K-pop,Party O'Clock|party o'clock|NMIXX Party O'Clock|Party O'Clock NMIXX|partyo'clock,运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
nmixx-so-ar-breaker,Soñar (Breaker),NMIXX,K-pop,Soñar (Breaker)|soñar (breaker)|NMIXX Soñar (Breaker)|Soñar (Breaker) NMIXX|soñar(breaker),运动|甜酷|机能,练舞房|舞台|日常,运动背心|工装裙裤|短款夹克|球鞋|护腕|银色配饰,拖地长裙|高跟细跟,,偏练舞房和机能运动路线，适合运动背心、工装裙裤、短夹克和稳固球鞋，兼顾力量感与动作舒展。,
